,year_film,year_award,category,nominee,film
614,1979,1980,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Vic Tayback,Alice
615,1979,1980,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Danny DeVito,Taxi
616,1979,1980,New Star Of The Year - Actress,Bette Midler,"Rose, The"
617,1979,1980,New Star Of The Year - Actor,Ricky/Rick Schroder,"Champ, The"
618,1980,1981,Best Performance by an Actress in a Motion Picture - Drama,Mary Tyler Moore,Ordinary People
619,1980,1981,Best Performance by an Actor in a Motion Picture - Drama,Robert De Niro,Raging Bull
620,1980,1981,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Sissy Spacek,Coal Miner's Daughter
621,1980,1981,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Ray Sharkey,"Idolmaker, The"
622,1980,1981,Best Performance by an Actress in a Supporting Role in any Motion Picture,Mary Steenburgen,Melvin and Howard
623,1980,1981,Best Performance by an Actor in a Supporting Role in any Motion Picture,Timothy Hutton,Ordinary People
624,1980,1981,Best Director - Motion Picture,Robert Redford,Ordinary People
625,1980,1981,Best Screenplay - Motion Picture,William Peter Blatty,"Ninth Configuration, The"
626,1980,1981,Best Motion Picture - Foreign Language,Tess,"United Kingdom, Roman Polanski"
627,1980,1981,Best Original Score - Motion Picture,Dominic Frontiere,"Stunt Man, The"
628,1980,1981,Best Original Song - Motion Picture,"Fame, Michael Gore, Dean Pitchford",Fame
629,1980,1981,Best Performance by an Actress In A Television Series - Drama,Yoko Shimada,Shogun
630,1980,1981,Best Performance by an Actor In A Television Series - Drama,Richard Chamberlain,Shogun
631,1980,1981,Best Performance by an Actress in a Television Series - Musical or Comedy,Katherine Helmond,Soap
632,1980,1981,Best Performance by an Actor in a Television Series - Musical or Comedy,Alan Alda,M*A*S*H (TV Show)
633,1980,1981,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Valerie Bertinelli,One Day at a Time
634,1980,1981,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Diane Ladd,Alice
635,1980,1981,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Pat Harrington,One Day at a Time
636,1980,1981,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Vic Tayback,Alice
637,1980,1981,New Star Of The Year - Actress,Nastassja Kinski,Tess
638,1980,1981,New Star Of The Year - Actor,Timothy Hutton,Ordinary People
639,1981,1982,Best Performance by an Actress in a Motion Picture - Drama,Meryl Streep,"French Lieutenant's Woman, The"
640,1981,1982,Best Performance by an Actor in a Motion Picture - Drama,Henry Fonda,On Golden Pond
641,1981,1982,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Bernadette Peters,Pennies from Heaven
642,1981,1982,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Dudley Moore,Arthur
643,1981,1982,Best Performance by an Actress in a Supporting Role in any Motion Picture,Joan Hackett,Only When I Laugh
644,1981,1982,Best Performance by an Actor in a Supporting Role in any Motion Picture,John Gielgud,Arthur
645,1981,1982,Best Director - Motion Picture,Warren Beatty,Reds
646,1981,1982,Best Screenplay - Motion Picture,Ernest Thompson,On Golden Pond
647,1981,1982,Best Motion Picture - Foreign Language,Chariots of Fire,"United Kingdom, Hugh Hudson"
648,1981,1982,Best Original Song - Motion Picture,"Arthur's Theme (Best That You Can Do), Carole Bayer Sager, Burt Bacharach, Peter Allen",Arthur
649,1981,1982,Best Television Series - Drama,Steven Bochco,Hill Street Blues
650,1981,1982,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Jane Seymour,East of Eden (TV)
651,1981,1982,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Mickey Rooney,Bill
652,1981,1982,Best Performance by an Actress In A Television Series - Drama,Joan Collins,Dynasty (1981-1989)
653,1981,1982,Best Performance by an Actress In A Television Series - Drama,Linda Evans,Dynasty (1981-1989)
654,1981,1982,Best Performance by an Actor In A Television Series - Drama,Daniel J. Travanti,Hill Street Blues
655,1981,1982,Best Performance by an Actress in a Television Series - Musical or Comedy,Eileen Brennan,Private Benjamin (TV)
656,1981,1982,Best Performance by an Actor in a Television Series - Musical or Comedy,Alan Alda,M*A*S*H (TV Show)
657,1981,1982,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Valerie Bertinelli,One Day at a Time
658,1981,1982,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",John Hillerman,"Magnum, P. I."
659,1981,1982,New Star Of The Year,Pia Zadora,Butterfly
660,1982,1983,Best Performance by an Actress in a Motion Picture - Drama,Meryl Streep,Sophie's Choice
661,1982,1983,Best Performance by an Actor in a Motion Picture - Drama,Ben Kingsley,Gandhi
662,1982,1983,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Julie Andrews,Victor Victoria
663,1982,1983,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Dustin Hoffman,Tootsie
664,1982,1983,Best Performance by an Actress in a Supporting Role in any Motion Picture,Jessica Lange,Tootsie
665,1982,1983,Best Performance by an Actor in a Supporting Role in any Motion Picture,Louis Gossett Jr.,"Officer and a Gentleman, An"
666,1982,1983,Best Director - Motion Picture,Richard Attenborough,Gandhi
667,1982,1983,Best Screenplay - Motion Picture,John Briley,Gandhi
668,1982,1983,Best Motion Picture - Foreign Language,Gandhi,"India, Richard Attenborough"
669,1982,1983,Best Original Score - Motion Picture,John Williams,E. T. The Extra-Terrestrial
670,1982,1983,Best Original Song - Motion Picture,"Up Where We Belong, Jack Nitzsche, Buffy Sainte-Marie, Will Jennings","Officer and a Gentleman, An"
671,1982,1983,Best Television Series - Drama,Steven Bochco,Hill Street Blues
672,1982,1983,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Ingrid Bergman,"Woman Called Golda, A"
673,1982,1983,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Anthony Andrews,Brideshead Revisited
674,1982,1983,Best Performance by an Actor In A Television Series - Drama,John Forsythe,Dynasty (1981-1989)
675,1982,1983,Best Performance by an Actress in a Television Series - Musical or Comedy,Debbie Allen,Fame
676,1982,1983,Best Performance by an Actor in a Television Series - Musical or Comedy,Alan Alda,M*A*S*H (TV Show)
677,1982,1983,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Shelley Long,Cheers
678,1982,1983,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Lionel Stander,Hart To Hart
679,1982,1983,New Star Of The Year - Actress,Sandahl Bergman,Conan the Barbarian
680,1982,1983,New Star Of The Year - Actor,Ben Kingsley,Gandhi
681,1983,1984,Best Performance by an Actress in a Motion Picture - Drama,Shirley MacLaine,Terms of Endearment
682,1983,1984,Best Performance by an Actor in a Motion Picture - Drama,Tom Courtenay,The Dresser
683,1983,1984,Best Performance by an Actor in a Motion Picture - Drama,Robert Duvall,Tender Mercies
684,1983,1984,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Julie Walters,Educating Rita
685,1983,1984,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Michael Caine,Educating Rita
686,1983,1984,Best Performance by an Actress in a Supporting Role in any Motion Picture,Cher,Silkwood
687,1983,1984,Best Performance by an Actor in a Supporting Role in any Motion Picture,Jack Nicholson,Terms of Endearment
688,1983,1984,Best Director - Motion Picture,Barbra Streisand,Yentl
689,1983,1984,Best Screenplay - Motion Picture,James L. Brooks,Terms of Endearment
690,1983,1984,Best Motion Picture - Foreign Language,Fanny & Alexander,"Sweden, Ingmar Bergman"
691,1983,1984,Best Original Score - Motion Picture,Giorgio Moroder,Flashdance
692,1983,1984,Best Original Song - Motion Picture,"Flashdance… What a Feeling, Giorgio Moroder, Keith Forsey, Irene Cara",Flashdance
693,1983,1984,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Ann-Margret,Who Will Love My Children?
694,1983,1984,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Richard Chamberlain,"Thorn Birds, The"
695,1983,1984,Best Performance by an Actress In A Television Series - Drama,Jane Wyman,Falcon Crest
696,1983,1984,Best Performance by an Actor In A Television Series - Drama,John Forsythe,Dynasty (1981-1989)
697,1983,1984,Best Performance by an Actress in a Television Series - Musical or Comedy,Joanna Cassidy,Buffalo Bill
698,1983,1984,Best Performance by an Actor in a Television Series - Musical or Comedy,John Ritter,Three's Company
699,1983,1984,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Barbara Stanwyck,"Thorn Birds, The"
700,1983,1984,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Richard Kiley,"Thorn Birds, The"
701,1984,1985,Best Performance by an Actress in a Motion Picture - Drama,Sally Field,Places in the Heart
702,1984,1985,Best Performance by an Actor in a Motion Picture - Drama,F. Murray Abraham,Amadeus
703,1984,1985,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Kathleen Turner,Romancing the Stone
704,1984,1985,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Dudley Moore,Micki & Maude
705,1984,1985,Best Performance by an Actress in a Supporting Role in any Motion Picture,Peggy Ashcroft,"Passage to India, A"
706,1984,1985,Best Performance by an Actor in a Supporting Role in any Motion Picture,Haing S. Ngor,"Killing Fields, The"
707,1984,1985,Best Director - Motion Picture,Milos Forman,Amadeus
708,1984,1985,Best Screenplay - Motion Picture,Peter Shaffer,Amadeus
709,1984,1985,Best Motion Picture - Foreign Language,"Passage to India, A","United Kingdom, David Lean"
710,1984,1985,Best Original Score - Motion Picture,Maurice Jarre,"Passage to India, A"
711,1984,1985,Best Original Song - Motion Picture,"I Just Called To Say I Love You, Stevie Wonder","Woman in Red, The"
712,1984,1985,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Ann-Margret,A Streetcar Named Desire (1984)
713,1984,1985,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Ted Danson,Something About Amelia
714,1984,1985,Best Performance by an Actress In A Television Series - Drama,Angela Lansbury,"Murder, She Wrote"
715,1984,1985,Best Performance by an Actor In A Television Series - Drama,Tom Selleck,"Magnum, P. I."
716,1984,1985,Best Performance by an Actress in a Television Series - Musical or Comedy,Shelley Long,Cheers
717,1984,1985,Best Performance by an Actor in a Television Series - Musical or Comedy,Bill Cosby,"Cosby Show, The"
718,1984,1985,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Faye Dunaway,Ellis Island
719,1984,1985,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Paul Le Mat,"Burning Bed, The"
720,1985,1986,Best Performance by an Actress in a Motion Picture - Drama,Whoopi Goldberg,"Color Purple, The"
721,1985,1986,Best Performance by an Actor in a Motion Picture - Drama,Jon Voight,Runaway Train
722,1985,1986,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Kathleen Turner,Prizzi's Honor
723,1985,1986,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Jack Nicholson,Prizzi's Honor
724,1985,1986,Best Performance by an Actress in a Supporting Role in any Motion Picture,Meg Tilly,Agnes of God
725,1985,1986,Best Performance by an Actor in a Supporting Role in any Motion Picture,Klaus Maria Brandauer,Out of Africa
726,1985,1986,Best Director - Motion Picture,John Huston,Prizzi's Honor
727,1985,1986,Best Screenplay - Motion Picture,Woody Allen,"Purple Rose of Cairo, The"
728,1985,1986,Best Motion Picture - Foreign Language,"Official Story, The","Argentina, Luis Puenzo"
729,1985,1986,Best Original Score - Motion Picture,John Barry,Out of Africa
730,1985,1986,Best Original Song - Motion Picture,"Say You, Say Me, Lionel Richie",White Nights
731,1985,1986,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Liza Minnelli,"Time to Live, A"
732,1985,1986,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Dustin Hoffman,Death of a Salesman
733,1985,1986,Best Performance by an Actress In A Television Series - Drama,Tyne Daly,Cagney & Lacey
734,1985,1986,Best Performance by an Actress In A Television Series - Drama,Sharon Gless,Cagney & Lacey
735,1985,1986,Best Performance by an Actor In A Television Series - Drama,Don Johnson,Miami Vice
736,1985,1986,Best Performance by an Actress in a Television Series - Musical or Comedy,Estelle Getty,"Golden Girls, The"
737,1985,1986,Best Performance by an Actress in a Television Series - Musical or Comedy,Cybill Shepherd,Moonlighting
738,1985,1986,Best Performance by an Actor in a Television Series - Musical or Comedy,Bill Cosby,"Cosby Show, The"
739,1985,1986,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Sylvia Sidney,An Early Frost
740,1985,1986,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Edward James Olmos,Miami Vice
741,1986,1987,Best Performance by an Actress in a Motion Picture - Drama,Marlee Matlin,Children of a Lesser God
742,1986,1987,Best Performance by an Actor in a Motion Picture - Drama,Bob Hoskins,Mona Lisa
743,1986,1987,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Sissy Spacek,Crimes of the Heart
744,1986,1987,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Paul Hogan,Crocodile Dundee
745,1986,1987,Best Performance by an Actress in a Supporting Role in any Motion Picture,Maggie Smith,"Room with a View, A"
746,1986,1987,Best Performance by an Actor in a Supporting Role in any Motion Picture,Tom Berenger,Platoon
747,1986,1987,Best Director - Motion Picture,Oliver Stone,Platoon
748,1986,1987,Best Screenplay - Motion Picture,Robert Bolt,"Mission, The"
749,1986,1987,Best Motion Picture - Foreign Language,"Assault, The","Netherlands, Fons Rademakers"
750,1986,1987,Best Original Score - Motion Picture,Ennio Morricone,"Mission, The"
751,1986,1987,Best Original Song - Motion Picture,"Take My Breath Away, Giorgio Moroder, Tom Whitlock",Top Gun
752,1986,1987,Best Television Series - Drama,Steven Bochco,L.A. Law
753,1986,1987,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Loretta Young,Christmas Eve
754,1986,1987,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,James Garner,Promise
755,1986,1987,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,James Woods,Promise
756,1986,1987,Best Performance by an Actress In A Television Series - Drama,Angela Lansbury,"Murder, She Wrote"
757,1986,1987,Best Performance by an Actor In A Television Series - Drama,Edward Woodward,"Equalizer, The"
758,1986,1987,Best Performance by an Actress in a Television Series - Musical or Comedy,Cybill Shepherd,Moonlighting
759,1986,1987,Best Performance by an Actor in a Television Series - Musical or Comedy,Bruce Willis,Moonlighting
760,1986,1987,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Olivia de Havilland,Anastasia: The Mystery of Anna
761,1986,1987,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Jan Niklas,Anastasia: The Mystery of Anna
762,1987,1988,Best Performance by an Actress in a Motion Picture - Drama,Sally Kirkland,Anna
763,1987,1988,Best Performance by an Actor in a Motion Picture - Drama,Michael Douglas,Wall Street
764,1987,1988,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Cher,Moonstruck
765,1987,1988,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Robin Williams,"Good Morning, Vietnam"
766,1987,1988,Best Performance by an Actress in a Supporting Role in any Motion Picture,Olympia Dukakis,Moonstruck
767,1987,1988,Best Performance by an Actor in a Supporting Role in any Motion Picture,Sean Connery,"Untouchables, The"
768,1987,1988,Best Director - Motion Picture,Bernardo Bertolucci,"Last Emperor, The"
769,1987,1988,Best Screenplay - Motion Picture,Bernardo Bertolucci,"Last Emperor, The"
770,1987,1988,Best Motion Picture - Foreign Language,My Life as a Dog,"Sweden, Lasse Hallström"
771,1987,1988,Best Original Score - Motion Picture,"David Byrne, Ryuichi Sakamoto, Cong Su","Last Emperor, The"
772,1987,1988,Best Original Song - Motion Picture,"(I've Had) The Time of My Life, Franke Previte, Donald Markowitz, John DeNicola",Dirty Dancing
773,1987,1988,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Gena Rowlands,"Betty Ford Story, The"
774,1987,1988,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Randy Quaid,LBJ: The Early Years
775,1987,1988,Best Performance by an Actor In A Television Series - Drama,Richard Kiley,"Year in the Life, A"
776,1987,1988,Best Performance by an Actress in a Television Series - Musical or Comedy,Tracey Ullman,"Tracey Ullman Show, The"
777,1987,1988,Best Performance by an Actor in a Television Series - Musical or Comedy,Dabney Coleman,"Slap Maxwell Story, The"
778,1987,1988,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Claudette Colbert,"Two Mrs. Grenvilles, The"
779,1987,1988,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Rutger Hauer,Escape From Sobibor
780,1988,1989,Best Performance by an Actress in a Motion Picture - Drama,Jodie Foster,"Accused, The"
781,1988,1989,Best Performance by an Actress in a Motion Picture - Drama,Shirley MacLaine,Madame Sousatzka
782,1988,1989,Best Performance by an Actress in a Motion Picture - Drama,Sigourney Weaver,Gorillas in the Mist: The Adventure of Dian Fossey
783,1988,1989,Best Performance by an Actor in a Motion Picture - Drama,Dustin Hoffman,Rain Man
784,1988,1989,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Melanie Griffith,Working Girl
785,1988,1989,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Tom Hanks,Big
786,1988,1989,Best Performance by an Actress in a Supporting Role in any Motion Picture,Sigourney Weaver,Working Girl
787,1988,1989,Best Performance by an Actor in a Supporting Role in any Motion Picture,Martin Landau,Tucker: The Man and His Dream
788,1988,1989,Best Director - Motion Picture,Clint Eastwood,Bird
789,1988,1989,Best Screenplay - Motion Picture,Naomi Foner,Running on Empty
790,1988,1989,Best Motion Picture - Foreign Language,Pelle The Conqueror,"Denmark, Bille August"
791,1988,1989,Best Original Score - Motion Picture,Maurice Jarre,Gorillas in the Mist: The Adventure of Dian Fossey
792,1988,1989,Best Original Song - Motion Picture,"Let the River Run, Carly Simon",Working Girl
